Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1558000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.300355
1560000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.301599
1562000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.906910
1564000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.689608
1566000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.862380
1568000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.609164
1570000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.168168
1572000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.416457
1574000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.077207
1576000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.379477
1578000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.106175
1580000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.493060
1582000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.353872
1584000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.978476
1586000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.890778
1588000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.842858
1590000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.760494
1592000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.013480
1594000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.286612
1596000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.441918
1598000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.150819
1600000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.272754
1602000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.108210
1604000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.319155
1606000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.302101
1608000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.337360
1610000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.259872
1612000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.483740
1614000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.158963
1616000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.024023
1618000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.481418
1620000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.385475
1622000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.181770
1624000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.604143
1626000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.067294
1628000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.508906
1630000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.475272
1632000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.379262
1634000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.128712
1636000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.564633
1638000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.884643
1640000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.650334
1642000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.034149
1644000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.666802
1646000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.176298
1648000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.064465
1650000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.717763
1652000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.954247
1654000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.183317
1656000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.338546
1658000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.671070
1660000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.407949
1662000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.680347
1664000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.516434
1666000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.985601
1668000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.969634
1670000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.177143
1672000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.785689
1674000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.183394
1676000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.412980
1678000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.964444
1680000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.758083
1682000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.396968
1684000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.769937
1686000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.015226
1688000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.502881
